Cluster,GaiaDR3,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,Pmemb,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx_x,e_Plx,RPlx,PM,pmRA_x,e_pmRA,pmDE_x,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag_x,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag_x,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag_x,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
NGC_5822,5893967303756654080,222.81105197375,-54.03154454074,0.9265,-7.14,-5.048,19.470352,20.427567,18.395456,0.05,Gaia DR3 5893967303756654080,222.81105197375,-54.03154454074,0.0,0.0,141.0,1636148068921376768,5893967303756654080,752695646,0.2478,0.2514,0.9265,0.3782,2.4496,8.744,-7.14,0.359,-5.048,0.343,-0.0657,0.0894,0.1236,0.1206,-0.0742,0.1379,0.3215,-0.3133,0.2276,-0.0901,411,0,410,1,7.6724,693.81,1.838,7.3806,95,false,,1.4043,0.0633,-0.002,0.055,-0.018,0.106,-0.036,47,19,0.522135,49,0.07059,142.2,2,0,1.281,0,424,306.76484,1.36844,224.172,19.470352,0.005572,44,92.1276,5.04736,18.2526,20.427567,0.059549,40,347.517,4.63985,74.8982,18.395456,0.014981,1.433,0,0,0,0,0,2.03211,0.957214,1.074896,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,222.81110600338,-54.03152210723,5.725409,5.417985,-0.1037,0.0
NGC_5822,5893964073941221888,222.84957364461,-54.05457699742,1.2499,-7.121,-4.928,17.387154,18.371754,16.380667,0.1,Gaia DR3 5893964073941221888,222.84957364461,-54.05457699742,0.0,0.0,152.0,1636148068921376768,5893964073941221888,1776607595,0.0715,0.0848,1.2499,0.1136,10.9992,8.66,-7.121,0.1,-4.928,0.109,-0.2509,-0.025,-0.0258,-0.1003,-0.0751,-0.0584,0.3297,-0.2546,0.1471,-0.2446,449,0,448,1,11.675,981.67,0.766,15.857,95,false,,1.331,0.0186,-0.002,0.032,-0.029,0.134,-0.007,51,21,0.165872,54,0.04132,74.97,0,0,1.416,0,467,2089.70473,2.99168,698.505,17.387154,0.003164,46,611.949,5.26547,116.219,18.371754,0.00975,48,2222.75,9.31931,238.511,16.380667,0.005917,1.357,0,2,0,1,0,1.991087,0.9846,1.006487,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999488,3957.7,3938.0,3983.8,4.7137,4.6998,4.7247,-0.2534,-0.2764,-0.2157,551.4169,539.1759,567.1655,0.7114,0.6809,0.7406,0.5015,0.4796,0.5224,0.2771,0.2653,0.2882,PHOENIX,222.8496275592,-54.0545550958,1.610604,1.71511,-0.241,0.0
NGC_5822,5893963799028525312,222.93512997033,-54.04175302639,0.8327,-7.863,-5.287,20.142952,21.40508,18.966991,0.05,Gaia DR3 5893963799028525312,222.93512997033,-54.04175302639,0.0,0.0,122.0,1636148068921376768,5893963799028525312,767699574,0.3421,0.3238,0.8327,0.5266,1.5812,9.475,-7.863,0.514,-5.287,0.425,-0.1116,-0.038,0.0235,0.0153,0.018,0.0311,0.2808,-0.427,0.2177,-0.1321,340,0,340,0,0.4902,378.72,0.0,0.0,95,false,,1.2276,0.0944,-0.03,-0.014,0.058,0.121,-0.04,39,20,0.74655,42,0.04005,94.0,0,0,1.018,0,355,165.10728,0.720689,229.097,20.142952,0.005482,28,37.4442,3.61806,10.3492,21.40508,0.104947,36,205.287,5.22675,39.2762,18.966991,0.027901,1.47,0,14,0,22,0,2.438089,1.262129,1.175961,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999993,,,,,,,,,,,,,,,,,,,,,,,222.93518948379,-54.04172952828,8.220773,6.713529,-0.1362,0.0
NGC_5822,5893963077473521408,222.92421245269,-54.09868409871,0.8741,-7.32,-5.661,19.246763,20.24198,18.237242,0.07,Gaia DR3 5893963077473521408,222.92421245269,-54.09868409871,0.0,0.0,137.0,1636148068921376768,5893963077473521408,299916322,0.1705,0.1716,0.8741,0.2529,3.4565,9.254,-7.32,0.238,-5.661,0.23,-0.1146,0.0863,0.0118,0.052,0.0093,0.0533,0.2802,-0.2712,0.2009,-0.1204,399,0,399,0,1.307,452.56,0.442,0.53996,95,false,,1.38,0.0484,0.015,0.055,0.011,0.122,-0.05,46,20,0.350397,49,0.007829,81.99,0,0,1.046,0,423,376.91314,0.860951,437.787,19.246763,0.003707,26,109.301,5.35879,20.3966,20.24198,0.053304,26,402.033,9.25859,43.4227,18.237242,0.025288,1.357,0,0,0,0,0,2.004738,0.995216,1.009521,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,222.9242679358,-54.09865894078,3.813896,3.641474,-0.1269,0.0
NGC_5822,5893961595710160256,223.40408100272,-53.85019399883,0.9878,-7.778,-5.156,16.621708,17.318375,15.762416,0.13,Gaia DR3 5893961595710160256,223.40408100272,-53.85019399883,0.0,0.0,154.0,1636148068921376768,5893961595710160256,1219229519,0.0389,0.0555,0.9878,0.0633,15.6144,9.332,-7.778,0.054,-5.156,0.076,-0.4541,0.1645,0.1347,-0.3532,-0.2504,-0.3537,0.6346,0.0235,-0.2012,-0.4721,413,0,410,3,1.7472,476.39,0.141,1.1002,31,false,1.412,,,,,,,,47,20,0.12083,50,0.009624,113.9,0,0,1.061,0,425,4229.25524,3.40596,1241.72,16.621708,0.002891,45,1614.61,10.2261,157.891,17.318375,0.007421,43,3928.19,13.2256,297.013,15.762416,0.005258,1.311,0,45,0,43,0,1.555959,0.696667,0.859292,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999993,5014.7,4981.8,5058.6,4.6489,4.6355,4.6652,-0.6511,-0.7104,-0.5905,716.5949,697.6367,739.6682,1.2444,1.2157,1.2797,0.9607,0.9375,0.989,0.5175,0.505,0.5328,PHOENIX,223.40413960754,-53.85017108143,0.86722,1.178124,-0.4562,0.0
NGC_5822,5893960564917860608,223.2822317346,-53.87623695649,1.1022,-7.758,-5.864,17.691568,18.647804,16.774626,0.35,Gaia DR3 5893960564917860608,223.2822317346,-53.87623695649,0.0,0.0,150.0,1636148068921376768,5893960564917860608,173605795,0.0652,0.0792,1.1022,0.1051,10.4894,9.725,-7.758,0.087,-5.864,0.102,-0.352,0.0951,-0.0753,-0.1628,-0.0824,-0.1069,0.3952,-0.1133,-0.055,-0.2492,402,0,401,1,0.4135,426.11,0.055,0.051304,31,false,1.357,,,,,,,,46,20,0.152543,49,0.0255,108.8,0,0,1.014,0,422,1578.77172,1.53509,1028.45,17.691568,0.002951,45,474.564,6.83484,69.4331,18.647804,0.015884,41,1546.35,7.13136,216.838,16.774626,0.006273,1.28,0,4,0,0,0,1.873178,0.956236,0.916943,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99998,4290.5,4274.5,4303.2,4.3849,4.3061,4.4806,0.0134,-0.0273,0.0558,1311.6029,1139.1733,1460.6984,0.8896,0.86,0.9178,0.643,0.6211,0.6636,0.3453,0.334,0.356,PHOENIX,223.28229022074,-53.87621089539,1.398924,1.595089,-0.2405,0.0
NGC_5822,5893957781782711168,223.43571183987,-53.94145767313,0.7029,-7.727,-5.098,19.302101,20.339535,18.0595,0.05,Gaia DR3 5893957781782711168,223.43571183987,-53.94145767313,0.0,0.0,158.0,1636148068921376768,5893957781782711168,1582969666,0.2011,0.3144,0.7029,0.3208,2.1908,9.257,-7.727,0.265,-5.098,0.426,-0.4364,0.0875,0.3118,-0.3421,-0.1553,-0.3371,0.7511,-0.0136,-0.221,-0.4267,380,0,380,0,0.1457,410.72,0.0,2.0784E-15,95,false,,1.2632,0.0477,0.027,0.075,-0.084,-0.006,0.117,43,19,0.670938,46,0.01308,116.8,0,0,1.004,0,383,358.18416,0.962808,372.02,19.302101,0.004014,42,99.9085,5.94694,16.8,20.339535,0.064687,40,473.542,11.7879,40.1718,18.0595,0.02729,1.601,0,27,0,26,0,2.280035,1.037434,1.242601,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,223.43577018513,-53.94143501402,4.18128,6.579974,-0.4156,0.0
NGC_5822,5893955823281537536,223.36680473119,-54.01343092407,1.0363,-7.378,-5.028,18.989698,19.84607,17.791618,0.17,Gaia DR3 5893955823281537536,223.36680473119,-54.01343092407,0.0,0.0,151.0,1636148068921376768,5893955823281537536,417491967,0.1903,0.2271,1.0363,0.2938,3.5266,8.928,-7.378,0.248,-5.028,0.278,-0.289,0.001,-0.041,-0.0726,-0.0638,-0.0229,0.4388,-0.1868,-0.0361,-0.1967,378,0,376,2,7.2072,628.78,1.376,6.2224,95,false,,1.4188,0.0509,0.067,0.098,-0.062,0.048,0.136,43,20,0.415945,46,0.02201,56.19,2,0,1.275,0,382,477.60344,1.52568,313.044,18.989698,0.00443,38,157.394,5.03086,31.2858,19.84607,0.034816,38,606.054,8.25012,73.46,17.791618,0.015256,1.598,0,38,0,38,0,2.054451,0.856371,1.19808,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999979,,,,,,,,,,,,,,,,,,,,,,,223.36686053599,-54.01340857914,3.974128,4.357214,-0.1963,0.0
NGC_5822,5893967303750416896,222.80188623118,-54.026664727,1.1318,-6.806,-5.506,19.722183,20.611252,18.542435,0.08,Gaia DR3 5893967303750416896,222.80188623118,-54.026664727,0.0,0.0,137.0,1636148068921376768,5893967303750416896,1663988615,0.2365,0.2375,1.1318,0.3676,3.0791,8.754,-6.806,0.347,-5.506,0.337,-0.067,0.0666,0.1189,0.1605,-0.0758,0.1732,0.2335,-0.3093,0.2037,-0.1093,402,0,402,0,0.4296,448.18,0.0,0.0,95,false,,1.2189,0.0634,0.004,0.049,0.045,0.105,-0.065,46,19,0.509362,48,0.01015,89.07,0,0,1.014,0,418,243.26171,0.806429,301.653,19.722183,0.004533,40,77.7887,4.27932,18.1778,20.611252,0.059794,42,303.518,7.26475,41.7795,18.542435,0.026261,1.567,0,29,0,29,0,2.068817,0.889069,1.179749,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,222.80193772837,-54.02664025677,5.526676,5.343641,-0.1255,0.0
NGC_5822,5893978397626161408,223.19056536253,-53.72279852654,1.313,-6.986,-5.156,19.05049,20.57434,17.802248,0.08,Gaia DR3 5893978397626161408,223.19056536253,-53.72279852654,0.0,0.0,154.0,1636148068921376768,5893978397626161408,1807643566,0.1513,0.19,1.313,0.2519,5.2116,8.682,-6.986,0.204,-5.156,0.247,-0.301,0.026,0.0054,-0.1136,0.0163,-0.0606,0.4544,-0.1696,0.0193,-0.1826,419,0,416,3,0.4129,492.87,0.578,1.0715,95,false,,1.1787,0.0398,-0.008,0.078,-0.095,-0.005,0.086,49,20,0.364202,52,0.01732,72.8,0,0,1.014,0,442,451.59686,1.0143,445.231,19.05049,0.003679,39,80.4786,4.69748,17.1323,20.57434,0.063435,42,600.149,6.76418,88.7246,17.802248,0.012807,1.507,0,0,0,0,0,2.772093,1.523851,1.248241,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999863,,,,,,,,,,,,,,,,,,,,,,,223.19061783402,-53.72277561058,3.264276,3.866166,-0.1787,0.0
NGC_5822,5893979329659283200,223.21365974931,-53.63377380739,0.745,-7.639,-4.779,19.201717,20.40028,18.058617,0.08,Gaia DR3 5893979329659283200,223.21365974931,-53.63377380739,0.0,0.0,154.0,1636148068921376768,5893979329659283200,634940112,0.2012,0.2778,0.745,0.3083,2.4166,9.01,-7.639,0.27,-4.779,0.405,-0.4168,0.0983,0.3315,-0.3487,-0.192,-0.2771,0.7249,-0.1133,-0.2579,-0.3092,349,0,349,0,-0.1304,364.17,0.0,0.0,95,false,,1.3174,0.0467,-0.136,0.15,-0.093,-0.131,0.164,40,19,0.623896,45,0.01288,108.7,0,0,0.994,0,381,392.88012,1.11236,353.196,19.201717,0.004128,40,94.4724,4.99914,18.8977,20.40028,0.057521,37,473.927,6.02313,78.6846,18.058617,0.014307,1.447,0,1,0,1,0,2.341663,1.198563,1.143101,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,223.2137170056,-53.6337525691,4.259214,6.282928,-0.2951,0.0
NGC_5822,5893979982494313088,223.14597902282,-53.64353890561,1.2879,-7.268,-5.721,15.736899,16.360847,14.987114,0.97,Gaia DR3 5893979982494313088,223.14597902282,-53.64353890561,0.0,0.0,152.0,1636148068921376768,5893979982494313088,31024559,0.0223,0.028,1.2879,0.0351,36.6476,9.249,-7.268,0.03,-5.721,0.037,-0.3264,0.023,-0.0761,-0.1426,-0.0239,-0.1231,0.4697,-0.1009,0.0506,-0.2983,423,0,421,2,-0.7109,410.93,0.0,0.0,31,false,1.439,,,,,,,,48,20,0.056145,52,0.0319,109.0,1,0,0.975,0,454,9554.03993,3.21316,2973.41,15.736899,0.002779,50,3900.12,7.1573,544.915,16.360847,0.003429,47,8022.55,9.53882,841.042,14.987114,0.003994,1.248,0,2,0,2,0,1.373734,0.623948,0.749785,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999964,4811.7,4772.0,4835.7,4.604,4.5898,4.617,0.3301,0.2663,0.3572,674.6172,653.1812,686.5737,0.5038,0.4671,0.5291,0.389,0.3599,0.4086,0.2038,0.1887,0.2141,MARCS,223.14603351003,-53.64351348065,0.474725,0.58242,-0.2913,0.0
NGC_5822,5899721082470964224,224.80417625807,-54.17632506311,1.1356,-7.138,-5.313,16.957094,17.58381,16.03459,0.77,Gaia DR3 5899721082470964224,224.80417625807,-54.17632506311,0.0,0.0,152.0,1636148068921376768,5899721082470964224,1401552079,0.1136,0.1403,1.1356,0.1719,6.6051,8.898,-7.138,0.162,-5.313,0.193,-0.3176,0.0,0.1304,-0.2339,-0.1066,-0.2279,0.5342,-0.066,0.0349,-0.3235,414,0,413,1,47.504,3996.1,1.435,90.753,31,false,1.413,,,,,,,,47,21,0.300395,49,0.02649,133.5,1,0,3.061,0,424,3105.33705,3.79086,819.164,16.957094,0.003058,41,1264.42,9.26357,136.494,17.58381,0.00843,41,3057.19,10.0782,303.347,16.03459,0.005205,1.392,0,41,0,41,0,1.549221,0.626717,0.922504,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999991,4901.2,4873.0,4936.4,4.7773,4.7608,4.7905,-1.4501,-1.5024,-1.3866,628.3161,615.5678,644.5624,1.1707,1.1449,1.2033,0.9031,0.8821,0.9294,0.4934,0.4817,0.508,MARCS,224.80423045773,-54.17630145022,2.581993,3.021078,-0.3123,0.0
NGC_5822,5899721048111220224,224.83583426282,-54.17388998988,1.2303,-7.654,-5.378,13.183517,13.468952,12.7328825,1.0,Gaia DR3 5899721048111220224,224.83583426282,-54.17388998988,0.0,0.0,147.0,1636148068921376768,5899721048111220224,684536031,0.0089,0.0102,1.2303,0.0136,90.4017,9.355,-7.654,0.013,-5.378,0.014,-0.2945,0.0049,0.0057,-0.1432,-0.0317,-0.1402,0.4138,-0.0874,0.0946,-0.2983,408,9,407,1,-1.2188,382.85,0.0,0.0,31,false,1.576,,,,,,,,47,21,0.022102,50,0.009741,113.0,0,0,0.957,0,428,100355.15645,21.5084,4665.87,13.183517,0.002765,44,55954.6,35.3607,1582.39,13.468952,0.002873,42,63974.3,23.1219,2766.82,12.732882,0.0038,1.195,0,0,0,0,0,0.73607,0.285435,0.450635,-35.7,5.79,2,14,3,10,8.3641,,,733.586,,5750.0,1.5,-1.0,111,,,,12.496861,0.088969,11,,NOT_AVAILABLE,0.0,0.0,0.999967,6665.5,6640.8,6681.9,4.1798,4.1524,4.1925,-0.6308,-0.6442,-0.6203,768.2302,759.5766,788.0055,0.4513,0.4405,0.4588,0.3914,0.3819,0.3981,0.2122,0.207,0.2159,A,224.83589238134,-54.17386608795,0.203695,0.226856,-0.2913,0.0
NGC_5822,5899720807551092608,224.90141955728,-54.14154063573,0.7847,-7.321,-5.076,19.45449,20.287903,18.371017,0.11,Gaia DR3 5899720807551092608,224.90141955728,-54.14154063573,0.0,0.0,62.0,1636148068921376768,5899720807551092608,1266560215,0.3714,0.3411,0.7847,0.4846,1.6193,8.909,-7.321,0.522,-5.076,0.46,0.128,-0.0618,0.1941,0.0833,0.0187,0.0989,0.3945,-0.1859,0.2199,0.0905,335,0,326,9,14.2703,964.09,3.142,22.101,95,false,,1.1518,0.0945,-0.014,-0.067,0.092,-0.051,-0.07,39,19,0.741337,43,0.2479,138.0,1,0,1.613,0,364,311.27924,3.3397,93.2057,19.45449,0.01197,32,104.775,5.22204,20.0639,20.287903,0.054186,32,355.428,7.17705,49.5228,18.371017,0.022247,1.478,0,0,0,1,0,1.916885,0.833412,1.083473,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,224.90147510432,-54.14151807544,8.28917,7.227327,0.0846,0.0
NGC_5822,5899720704471799680,224.97645361925,-54.13667914811,1.1389,-7.57,-4.879,19.283007,19.840654,18.033773,0.3,Gaia DR3 5899720704471799680,224.97645361925,-54.13667914811,0.0,0.0,95.0,1636148068921376768,5899720704471799680,484028042,0.2001,0.1901,1.1389,0.2722,4.1847,9.006,-7.57,0.283,-4.879,0.258,-0.0088,-0.0431,0.2531,0.1243,0.0574,0.1328,0.3865,-0.2258,0.2195,-0.0048,364,9,363,1,1.5579,414.77,0.697,1.2266,95,false,,1.5106,0.0525,-0.075,-0.031,0.003,-0.017,-0.029,42,19,0.39906,46,0.01427,154.0,1,0,1.058,0,390,364.5392,1.01188,360.261,19.283007,0.004083,44,158.181,5.56639,28.4172,19.840654,0.038309,42,484.897,12.7052,38.1653,18.033773,0.028698,1.764,0,1,0,0,0,1.806881,0.557648,1.249233,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,224.97651104775,-54.13665746239,4.478882,4.064073,-0.0169,0.0
NGC_5822,5899773859036984064,225.04551728583,-53.59590031003,0.8898,-7.164,-5.221,19.479424,20.007175,18.440836,0.12,Gaia DR3 5899773859036984064,225.04551728583,-53.59590031003,0.0,0.0,88.0,1636148068921376768,5899773859036984064,175364725,0.259,0.2351,0.8898,0.3435,2.5905,8.865,-7.164,0.38,-5.221,0.31,0.0068,0.0611,0.4009,0.0827,0.0422,0.0825,0.4213,-0.1137,-0.0321,0.085,308,0,306,2,1.5932,365.03,0.211,0.075082,95,false,,1.2785,0.0634,-0.059,0.036,-0.03,-0.166,0.043,35,17,0.543316,38,0.01996,129.1,0,0,1.065,0,328,304.21277,0.884096,344.095,19.479424,0.004189,14,135.69,9.74533,13.9236,20.007175,0.078028,14,333.291,10.6641,31.2535,18.440836,0.034945,1.542,0,14,0,14,0,1.566339,0.527752,1.038588,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999992,,,,,,,,,,,,,,,,,,,,,,,225.04557093803,-53.59587710441,5.979767,4.871764,0.0804,0.0
NGC_5822,5899719398802496512,225.13768486255,-54.12358740349,0.9276,-6.606,-5.312,20.033337,21.09529,18.828033,0.08,Gaia DR3 5899719398802496512,225.13768486255,-54.12358740349,0.0,0.0,124.0,1636148068921376768,5899719398802496512,1323414757,0.4004,0.3948,0.9276,0.5671,1.6356,8.477,-6.606,0.551,-5.312,0.524,-0.0345,0.1089,-0.15,0.0627,0.0601,-0.0074,0.4347,-0.2932,0.121,-0.1487,281,0,278,3,0.7866,309.39,1.263,1.0742,95,false,,1.2686,0.1097,0.012,-0.043,0.065,-0.112,-0.042,32,18,0.820352,35,0.04842,89.31,0,0,1.033,0,281,182.64669,0.855525,213.491,20.033337,0.005784,20,49.8083,5.21284,9.55492,21.09529,0.113665,24,233.316,5.29782,44.04,18.828033,0.024941,1.55,0,0,0,1,0,2.267256,1.061953,1.205303,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,225.13773496404,-54.12356379262,8.887937,8.223092,-0.1531,0.0
NGC_5822,5899772793885082496,225.12012947039,-53.63551162965,1.1385,-8.254,-4.986,20.054117,20.877195,18.823496,0.05,Gaia DR3 5899772793885082496,225.12012947039,-53.63551162965,0.0,0.0,73.0,1636148068921376768,5899772793885082496,529620234,0.4168,0.3822,1.1385,0.607,1.8755,9.643,-8.254,0.614,-4.986,0.519,0.0585,0.1203,0.2751,0.1393,0.0775,0.1657,0.2354,0.0207,-0.1187,0.103,230,0,227,3,-0.5993,219.89,0.0,0.0,95,false,,1.3099,0.1162,0.013,-0.001,-0.077,-0.071,0.051,27,15,0.874087,31,0.04944,168.2,0,0,0.97,0,261,179.18427,0.932777,192.098,20.054117,0.006288,8,60.889,9.49113,6.41536,20.877195,0.169263,9,234.293,18.5086,12.6586,18.823496,0.085854,1.647,0,0,0,0,0,2.053699,0.823078,1.230621,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,225.12019133899,-53.63548947003,9.714218,8.21671,0.0914,0.0
NGC_5822,5899718917765041408,225.05576321861,-54.17004899915,1.0883,-6.906,-5.022,19.453367,20.719305,18.380386,0.11,Gaia DR3 5899718917765041408,225.05576321861,-54.17004899915,0.0,0.0,99.0,1636148068921376768,5899718917765041408,1772142927,0.2118,0.2028,1.0883,0.2985,3.6457,8.539,-6.906,0.289,-5.022,0.27,-0.0135,-0.0479,0.1846,0.1043,0.0481,0.1126,0.3553,-0.2514,0.2476,-0.0304,361,0,358,3,1.3321,410.61,0.0,0.0,95,false,,1.3441,0.0582,-0.079,0.05,-0.041,-0.008,-0.028,41,19,0.409013,45,0.02003,95.58,0,0,1.05,0,384,311.60176,0.856892,363.642,19.453367,0.004063,38,70.4198,6.33687,11.1127,20.719305,0.097742,39,352.374,5.68195,62.0163,18.380386,0.017911,1.357,0,2,0,2,0,2.338919,1.265938,1.072981,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,225.05581565268,-54.1700266772,4.591471,4.247176,-0.0414,0.0
NGC_5822,5899718677289215488,225.18334682432,-54.13994797612,1.1799,-7.727,-5.25,10.25226,10.475113,9.872563,1.0,Gaia DR3 5899718677289215488,225.18334682432,-54.13994797612,0.0,0.0,152.0,1636148068921376768,5899718677289215488,154496545,0.0118,0.0161,1.1799,0.0182,64.7132,9.342,-7.727,0.016,-5.25,0.022,-0.4476,0.1218,0.0909,-0.2826,-0.1371,-0.2789,0.5893,0.0359,-0.0961,-0.4426,374,374,364,10,-1.25,883.58,0.106,13.825,31,true,1.605,,,,,,,,42,20,0.034629,47,0.01234,90.53,0,0,0.953,0,378,1492941.20245,310.583,4806.89,10.25226,0.002765,40,881804.0,210.404,4191.0,10.475113,0.002802,39,891524.0,188.86,4720.54,9.872563,0.003786,1.188,0,21,0,22,0,0.60255,0.222853,0.379697,-27.93,0.41,1,11,5,8,65.456,-1.4567,0.92686,637.289,3.03,7000.0,3.5,0.0,555,,,,9.710968,0.012875,5,,NOT_AVAILABLE,0.0,0.0,0.99988,7901.3,7890.6,7910.5,3.4637,3.4533,3.4704,0.0634,0.0518,0.0789,866.5864,858.3262,877.0227,0.8295,0.8254,0.833,0.7473,0.7433,0.7505,0.4,0.3978,0.4018,A,225.18340544846,-54.13992464343,0.26288,0.341815,-0.4307,0.0
NGC_5822,5899718368058813312,225.16897906736,-54.16419420437,0.9069,-6.961,-5.422,19.3802,20.331087,18.3749,0.09,Gaia DR3 5899718368058813312,225.16897906736,-54.16419420437,0.0,0.0,157.0,1636148068921376768,5899718368058813312,1578355023,0.2301,0.3256,0.9069,0.3426,2.647,8.823,-6.961,0.31,-5.422,0.423,-0.3636,0.1375,0.3714,-0.2893,-0.3845,-0.2529,0.7332,-0.0021,-0.2335,-0.3403,346,0,344,2,-1.1002,327.1,0.0,0.0,95,false,,1.3525,0.0592,-0.151,0.241,-0.198,-0.116,0.196,39,17,0.672829,43,0.01237,111.3,0,0,0.957,0,374,333.32412,1.02184,326.201,19.3802,0.004321,37,100.689,6.66466,15.1079,20.331087,0.07192,35,354.159,7.82525,45.2584,18.3749,0.024286,1.365,0,1,0,1,0,1.956186,0.950888,1.005299,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,225.16903190895,-54.16417010825,4.884005,6.540667,-0.3322,0.0
NGC_5822,5899717440296144128,224.98371085576,-54.20799710947,1.0806,-7.803,-4.902,20.026833,21.524775,18.775885,0.1,Gaia DR3 5899717440296144128,224.98371085576,-54.20799710947,0.0,0.0,87.0,1636148068921376768,5899717440296144128,965612392,0.4882,0.3859,1.0806,0.6517,1.658,9.215,-7.803,0.78,-4.902,0.539,0.0259,0.2112,0.0633,0.2786,0.1264,0.1926,0.3988,-0.4054,0.3981,-0.1042,302,0,301,1,4.1364,425.55,2.153,3.2627,95,false,,1.4762,0.1077,0.219,0.001,0.113,0.052,0.049,35,17,1.106058,39,0.01513,18.43,0,0,1.174,0,325,183.7441,0.777342,236.375,20.026833,0.005356,11,33.5357,5.49929,6.09818,21.524775,0.178065,13,244.796,14.5989,16.7682,18.775885,0.06486,1.515,1,0,0,0,0,2.74889,1.497942,1.250948,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,224.98377015218,-54.20797532222,12.455602,8.479408,-0.1261,0.0
